,s_uri,subject,generation
0,Q313559,Jerry Cantrell," Jerry Cantrell is an American musician, singer-songwriter, and guitarist, best known as the co-founder and lead guitarist of the American rock band Alice in Chains. He was born on March 18, 1963, in Seattle, Washington. Cantrell grew up in a family of musicians, and he began playing guitar at a young age. He attended high school with future bandmate Layne Staley, and the two formed Alice in Chains in 1987.

Cantrell is known for his powerful and emotive guitar playing, as well as his vocal contributions to the band. He has written or co-written many of Alice in Chains' most popular songs, including ""Man in the Box,"" ""Rooster,"" and ""Would?"" He has also released several solo albums, including ""Boggy Depot"" in 1998 and ""Degradation Trip"" in 2002.

In addition to his work with Alice in Chains and his solo career, Cantrell has also been involved in various side projects and collaborations. He has worked with other musicians, such as Ann Wilson of Heart and Greg D'Angelo of White Zombie, and has also produced and engineered albums for other artists.

Despite the challenges and tragedies that have befallen Alice in Chains over the years, including the death of Layne Staley and the departure of other band members, Cantrell has remained a constant presence in the band and a key figure in the world of rock music. He continues to tour and record with Alice in Chains, and his music remains an influential force in the world of rock and heavy metal."
1,Q271732,Heidi Fleiss," Heidi Fleiss was born on August 30, 1955, in Los Angeles, California. She grew up in a middle-class family and attended high school in the San Fernando Valley. After graduating, she attended community college for a short time before dropping out to pursue a career in the adult film industry.

In the late 1970s, Fleiss became involved with the porn industry and quickly rose to become one of the most successful and well-known producers in the business. She was known for her high-quality films and her strict attention to detail. She also made headlines for her association with the infamous ""Hollywood Madam,"" the late Jenny Lee.

Fleiss was arrested in 1980 and charged with running a prostitution ring out of her home in Los Angeles. She was found guilty and sentenced to three years in prison. After her release in 1983, she went into hiding for a time, but eventually returned to the adult film industry.

In the 1990s, Fleiss attempted to rebrand herself as a ""legitimate"" businesswoman by launching a line of adult toys and accessories. However, this venture was not successful and she eventually returned to the adult film industry.

Throughout her career, Fleiss has been a controversial figure in the adult film industry. She has been praised for her entrepreneurial spirit and her willingness to take risks, but has also been criticized for her involvement in the exploitation of women. Despite this, Fleiss has remained a prominent figure in the industry and is considered one of the most successful women in adult film."
2,Q9475,Harbhajan Singh," Harbhajan Singh, also known as Harbhajan, was a prominent Indian cricketer who played as a spinner for the Indian national team. He was born on August 15, 1970, in Jalandhar, Punjab, India.

Harbhajan started playing cricket at a young age and quickly developed a passion for the sport. He honed his skills and became a key player for his school and local teams. In 1990, he made his debut for Punjab in the Ranji Trophy, the premier domestic cricket tournament in India.

In 1998, Harbhajan made his international debut for India in a one-day international against Kenya. He quickly established himself as a key player in the Indian team, known for his accurate and spin-heavy bowling. He became a vital cog in the Indian team's success, particularly in the 2003 World Cup, where he took 10 wickets in the tournament.

Over the course of his career, Harbhajan played in over 100 Test matches and over 200 one-day internationals for India. He was known for his aggressive and unorthodox bowling style, which often caught batsmen off guard. He also had a strong batting ability, scoring over 3,000 runs in Test cricket and over 5,000 runs in one-day internationals.

Despite facing several controversies throughout his career, Harbhajan remained a key player for the Indian team. He retired from international cricket in 2010, but continued to play in domestic cricket until 2012. After his retirement, he became a commentator and analyst for various cricketing events.

Harbhajan's legacy in Indian cricket is undeniable. He was a key player in India's success in the 2000s and helped establish India as a dominant force in the sport. He will always be remembered as one of the greatest Indian cricketers of all time."
3,Q11838475,Bonnie Rotten," Bonnie Rotten was born on December 25, 1980 in the United States. She grew up in a small town in the Midwest, where she was raised by her single mother. From a young age, Bonnie was drawn to the world of fashion and beauty. She spent hours experimenting with makeup and hairstyles, and often dreamed of becoming a model or an actress.

However, Bonnie's life took a different path when she was just 17 years old. She was diagnosed with a rare form of cancer, and was told that she would need to undergo a series of surgeries and treatments in order to survive. Despite the odds, Bonnie refused to give up. She underwent the surgeries and treatments, and after a long and difficult journey, she was able to beat the cancer and go on to live a full and healthy life.

After her recovery, Bonnie decided to pursue her dream of becoming a model or an actress. She moved to New York City and began working as a model, posing for various fashion magazines and advertisements. She also began acting in small roles in films and television shows.

Despite her success as a model and actress, Bonnie never forgot her roots. She remained humble and down-to-earth, and always made time to visit her hometown and spend time with her family. She also used her platform to raise awareness about cancer research and treatment, and to inspire others who were facing similar challenges.

Throughout her career, Bonnie remained dedicated to her craft and to her community. She was a true inspiration to many, and will always be remembered for her strength, beauty, and kindness."
4,Q270731,Ashley Massaro," Ashley Massaro was born on August 19, 1978, in Long Island, New York. She grew up with a strong passion for sports, particularly wrestling and martial arts. At the age of 17, she began training in Brazilian Jiu-Jitsu under the guidance of Master Rafael Valenzuela.

Ashley quickly excelled in the sport, and by the age of 21, she had become the first female to win the Brazilian Jiu-Jitsu World Championship in the blue belt division. This accomplishment earned her the title of ""Queen of the Ring.""

In addition to her success in Brazilian Jiu-Jitsu, Ashley also found success in other forms of martial arts. She became the first female to win the World Championships in both Judo and Sambo, further solidifying her status as a trailblazer in the world of combat sports.

Outside of the ring, Ashley has been an advocate for women in sports and has used her platform to inspire and motivate young athletes. She has also been involved in various charitable causes, including raising awareness for breast cancer research.

Throughout her career, Ashley Massaro has proven herself to be a force to be reckoned with in the world of martial arts. Her dedication, hard work, and determination have earned her the respect and admiration of fans and fellow athletes alike."
5,Q366044,Dee Snider," Dee Snider is an American musician, singer-songwriter, and actor, best known as the lead singer of the heavy metal band Twisted Sister. He was born on March 19, 1958, in Rochester, New York, and grew up in a family that loved music. Snider's father was a professional musician, and his mother was a singer. He began playing the guitar at the age of 13 and soon started his own band.

In the late 1970s, Snider joined forces with guitarist Jay Jay French to form Twisted Sister. The band quickly gained a loyal following in the New York City area and released their first album, ""Holy Diver,"" in 1980. The album's title track became a surprise hit, reaching number 29 on the Billboard charts.

Twisted Sister's music was a mix of heavy metal and pop, and the band became known for their energetic live performances and Snider's distinctive voice. The band released several albums over the next few years, including ""Stay Hungry"" and ""Come Out and Play,"" and had several more hits, including ""I Wanna Rock"" and ""We're Not Gonna Take It.""

Snider's distinctive voice and larger-than-life persona made him a popular figure in the world of heavy metal, and he became known as ""The Metal Cowboy."" However, he also had a successful career as an actor, appearing in films such as ""The Rocker"" and ""Strangeland.""

Despite the band's success, Snider eventually decided to focus on his solo career. He released his first solo album, ""Dee Snider,"" in 1993, and has since released several more albums, including ""Desolate Utopia"" and ""For the Love of Metal."" He has also continued to perform with Twisted Sister and has remained a popular figure in the world of heavy metal."
6,Q464169,Fisher Stevens," Fisher Stevens is an American actor, director, and producer. He was born on September 27, 1968, in New York City. Stevens began his career in the entertainment industry as a child actor, appearing in various television shows and films throughout the 1970s and 1980s.

In the early 1990s, Stevens made a successful transition to adult acting, landing roles in films such as ""The Fish That Ate the Whale"" and ""Short Cuts."" He also appeared in several television shows, including ""Law & Order"" and ""NYPD Blue.""

In addition to his acting career, Stevens has also worked as a director and producer. He made his directorial debut with the 2000 film ""The Groomsman,"" and has since directed several other films and television shows. Stevens has also produced several films and television shows, including the popular show ""The Amazing Race.""

Outside of his work in the entertainment industry, Stevens is also known for his advocacy work. He is a vocal supporter of LGBTQ rights and has worked with various organizations to promote equality and acceptance. Stevens has also been involved in environmental and conservation efforts, and has used his platform to raise awareness about these important issues.

Overall, Fisher Stevens is a talented and accomplished artist who has made significant contributions to the entertainment industry and social causes."
7,Q269934,Nicole Eggert," Nicole Eggert is an American former child actress, best known for her role as Penny in the 1970s television show ""Happy Days."" Born on January 24, 1960, in Milwaukee, Wisconsin, Eggert began her acting career at the age of 10, when she was cast in the role of Penny, the younger sister of the main character, Richie Cunningham, played by Ron Howard.

During her time on ""Happy Days,"" Eggert became a beloved character and was involved in many of the show's storylines. She appeared in over 100 episodes of the series and even had her own spin-off show, ""Penny,"" which ran for 18 episodes in 1977.

After ""Happy Days"" ended, Eggert continued to act in various television shows and movies, including ""Charlie's Angels,"" ""B.J. and the Bear,"" and ""The Love Boat."" However, she largely retired from acting in the late 1980s and pursued a career in real estate.

Eggert has remained relatively private about her personal life and has not spoken publicly about her experiences as a child actress. Despite this, she has been recognized for her contributions to television and film, and has been inducted into the Wisconsin Actors Hall of Fame."
8,Q228875,Georgie Henley," Georgie Henley is a British actress best known for her roles in the fantasy film series ""The Chronicles of Narnia."" Born on January 2, 1989, in Oxford, England, Henley began her acting career at a young age, making her film debut in ""The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"" in 2005. She went on to star in the subsequent films in the series, ""The Chronicles of Narnia: Prince Caspian"" and ""The Chronicles of Narnia: The Voyage of the Dawn Treader.""

In addition to her work in the ""Narnia"" films, Henley has also appeared in other films and television shows, including ""The Secret of Moonacre,"" ""The Last Enemy,"" and ""Doctor Who."" She has also lent her voice to the animated film ""Tales of Honor.""

Henley has been praised for her performances, particularly for her portrayal of the character Lucy Pevensie in the ""Narnia"" films. She has been involved in the production of the films as well, serving as a producer on ""The Chronicles of Narnia: The Voyage of the Dawn Treader.""

Outside of her acting career, Henley has been involved in various charitable endeavors. In 2008, she visited Uganda with the charity group Plan UK, where she saw firsthand the impact the organization was having on improving the lives of children in the country. She has also been involved with the Make-A-Wish Foundation, granting wishes for children with life-threatening medical conditions.

Henley currently resides in Los Angeles, California, where she continues to pursue her acting career."
9,Q296036,Manuel Pellegrini," Manuel Pellegrini is a Chilean professional football coach and former player. He was born on August 19, 1949, in Santiago, Chile. Pellegrini began his playing career with Club Deportivo Palestino in 1968, and went on to play for several other Chilean clubs, including Universidad Católica and Colo-Colo.

After retiring as a player, Pellegrini began his coaching career with Palestino in 1991. He quickly made a name for himself as a talented young coach, and was soon appointed as the head coach of the Chile national team in 1999. Under Pellegrini's leadership, Chile reached the quarterfinals of the 2010 FIFA World Cup, one of the country's best performances in a major tournament.

In 2013, Pellegrini was appointed as the head coach of Spanish club Malaga CF. In his first season in charge, Malaga finished in sixth place in the Spanish Primera División, qualifying for the UEFA Europa League. The following season, Malaga finished in fourth place, securing a spot in the UEFA Champions League.

In 2016, Pellegrini was appointed as the head coach of Manchester City FC in the English Premier League. In his first season in charge, City won the Premier League title, and Pellegrini was named the Premier League Manager of the Season. He led City to two more league titles in 2018 and 2019, as well as the EFL Cup in 2018.

Pellegrini has been praised for his tactical acumen and ability to get the most out of his players. He is known for his patient, possession-based style of play, which has been successful at all of his coaching stops. Despite his success at Manchester City, Pellegrini was not offered a new contract at the end of the 2019-20 season, and he is currently without a club."
