,s_uri,subject,generation
0,Q313566,Alexander Payne," Alexander Payne is an American film director, screenwriter, and editor. He was born on February 19, 1961, in Omaha, Nebraska. Payne grew up in a family of modest means and was the youngest of three children. He attended the University of Nebraska-Lincoln, where he studied film and graduated with a degree in film production.

After college, Payne moved to Los Angeles to pursue a career in film. He worked as a film editor and assistant editor on various projects before making his directorial debut with the 1991 film ""Citizen Ruth."" The film was well-received and marked the beginning of Payne's successful career as a filmmaker.

Payne's subsequent films, including ""Election,"" ""American Beauty,"" and ""About Schmidt,"" were also critically acclaimed and earned him a reputation as one of the most talented and innovative filmmakers of his generation. He is known for his dark comedies and for tackling complex themes such as aging, death, and the search for meaning in life.

In addition to his work as a filmmaker, Payne is also a professor of film and media studies at the University of Oregon. He has received numerous awards and honors for his work, including an Academy Award for Best Director for ""The Descendants.""

Despite his success, Payne remains humble and dedicated to his craft. He continues to write, direct, and edit his own films, and his work remains an important contribution to the world of cinema."
1,Q242204,Dichen Lachman," Dichen Lachman is a talented actress and model, born on November 20, 1978, in Kathmandu, Nepal. She grew up in a small village in the countryside, where she was exposed to the traditional way of life and learned to speak Nepali fluently.

At the age of 16, Dichen moved to Australia to pursue her dream of becoming an actress. She started her career by working in various TV shows and commercials, eventually landing a lead role in the popular Australian TV series ""Neighbours."" Her portrayal of the character ""Tina"" earned her critical acclaim and a large fan following.

After her stint on ""Neighbours,"" Dichen went on to appear in several other TV shows and movies, including ""The Secret Life of the American Teenager,"" ""CSI: Miami,"" and ""Dollhouse."" She also made her mark in the modeling world, working for various international brands and magazines.

In 2011, Dichen made her way to the big screen with a supporting role in the blockbuster movie ""Transformers: Dark of the Moon."" She played the character ""Lara,"" a British intelligence agent, which earned her widespread recognition.

Apart from her acting and modeling career, Dichen is also known for her philanthropic work. She has been actively involved in various charitable organizations, particularly those that work towards the betterment of women and children in developing countries.

Dichen currently resides in Los Angeles, where she continues to pursue her passion for acting and modeling. With her talent, beauty, and kind heart, she is sure to achieve great success in her future endeavors."
2,Q192515,Jason Mraz," Jason Mraz is an American singer-songwriter, known for his laid-back style, catchy melodies, and socially conscious lyrics. Born on January 15, 1979, in Mechanicsville, Virginia, Mraz grew up in a musical family and began playing the guitar at a young age. He attended Virginia Commonwealth University, where he studied English and became involved in the local music scene.

After college, Mraz moved to New York City to pursue a career in music. He quickly gained a following with his acoustic performances at the famous coffeehouse, The Bitter End. His debut album, ""Mr. A-Z,"" was released in 2002 and became a critical success, earning him a loyal fan base.

Throughout his career, Mraz has released several albums, including ""Living Things"" (2005), ""Mr. A-Z"" (2002), and ""We Sing. We Dance. We Steal Things."" (2004). He has also collaborated with other artists, such as Christina Aguilera and James Blunt.

Mraz is known for his socially conscious lyrics and has been vocal about environmental and political issues. He has also been involved in various charitable causes, including the Make-A-Wish Foundation and the Malala Fund for Girls' Education.

In addition to his music career, Mraz has also pursued other interests, such as acting and directing. He made his acting debut in the film ""The Love Guru"" (2008) and has also directed several music videos for his own songs.

Overall, Jason Mraz is a talented singer-songwriter who has made a significant impact on the music industry with his unique style and socially conscious lyrics."
3,Q282078,Curt Hennig," Curt Hennig, also known as ""Mr. Perfect,"" was a professional wrestler born on December 6, 1958, in Robbinsdale, Minnesota. He began his career in the early 1980s and quickly made a name for himself as a skilled and charismatic performer.

Hennig's time in the ring was marked by his technical prowess and his ability to entertain audiences with his unique style and personality. He was known for his perfect physique, which earned him the nickname ""Mr. Perfect.""

Throughout his career, Hennig competed in various promotions, including the World Wrestling Federation (WWF), where he became a household name. He held several championships, including the WWF Intercontinental Championship and the WWF Tag Team Championship.

In addition to his in-ring accomplishments, Hennig was also a popular commentator and color analyst, working for WWF and TNA. He brought his wealth of knowledge and experience to the booth, providing insightful commentary and entertaining analysis.

Unfortunately, Hennig's career was cut short due to a series of health issues, including a stroke and a heart attack. He passed away on February 16, 2015, at the age of 56. Despite his early departure, Hennig's legacy as a performer, commentator, and ambassador of the sport lives on."
4,Q369270,Bruno Sammartino," Bruno Sammartino was born on October 6, 1935 in Pittsburgh, Pennsylvania. He was the son of Italian immigrants and grew up in a working-class neighborhood. From a young age, Sammartino was fascinated by the world of professional wrestling and dreamed of becoming a star in the sport.

After leaving high school, Sammartino began training in wrestling under the guidance of his childhood hero, Antonino Rocca. He made his professional wrestling debut in 1959 and quickly gained a reputation as a skilled and charismatic performer.

Sammartino's rise to the top of the wrestling world was marked by several key moments. In 1963, he won the NWA World Heavyweight Championship, cementing his status as one of the sport's top stars. He held onto the title for over a year, defending it against a who's who of wrestling legends, including Ric Flair, Harley Race, and Dusty Rhodes.

Throughout the 1960s and 1970s, Sammartino became a household name in the world of professional wrestling. He headlined sold-out shows at Madison Square Garden and the Spectrum in Philadelphia, and became known for his intense, high-flying style of wrestling.

Despite his success, Sammartino never forgot his roots. He remained close to the working-class neighborhood where he grew up and often visited schools and community centers to inspire young people to pursue their dreams.

In 1984, Sammartino retired from wrestling and began a successful career as a wrestling promoter and booker. He passed away on April 18, 2018, but his legacy as one of the greatest wrestlers of all time lives on."
5,Q704859,Arshad Warsi," Arshad Warsi is a well-known Indian actor, comedian, and television host. He was born on March 19, 1968, in Mumbai, Maharashtra, India. Warsi began his career in the entertainment industry as a stand-up comedian, quickly gaining popularity for his humor and wit. He made his film debut in 2001 with the Bollywood film ""Hum Saath Saath Hain,"" and has since appeared in numerous films and television shows.

In addition to his acting and comedic work, Warsi is also known for his work as a television host. He has hosted several popular TV shows, including ""Sarabhai vs. Sarabhai,"" ""Comedy Nights with Kapil,"" and ""The Drama Company."" These shows have helped to establish him as one of the most popular and recognizable personalities in Indian television.

Despite his many accomplishments, Warsi remains humble and dedicated to his craft. He continues to perform and entertain audiences, and is widely respected for his talent and hard work in the entertainment industry."
6,Q298531,Chauncey Billups," Chauncey Billups is a retired American professional basketball player. He was born on August 19, 1979, in Detroit, Michigan. Billups began his basketball career at the University of Michigan, where he played for the Wolverines from 1997 to 2001. He was drafted by the Toronto Raptors with the 3rd pick in the 2001 NBA Draft.

Throughout his 17-year career, Billups played for several teams, including the Detroit Pistons, Denver Nuggets, and the Los Angeles Clippers. He was a 7-time NBA All-Star and was named the NBA's Most Valuable Player in the 2009-2010 season while playing for the Detroit Pistons.

Billups was known for his leadership, scoring ability, and clutch performances in big games. He retired from the NBA in 2014 and currently works as an analyst for NBA TV."
7,Q357994,Roberto Martínez," Roberto Martínez is a highly accomplished and respected football coach. Born on March 4, 1963, in San Cristóbal, Venezuela, Martínez began his coaching career in 1994, working as an assistant coach for several clubs in Venezuela. In 2001, he was appointed as the head coach of the Venezuela national team, where he led the team to the 2002 FIFA World Cup.

In 2004, Martínez was appointed as the head coach of the Colombian national team, where he led the team to the 2006 FIFA World Cup. He then went on to coach several European clubs, including Atlético Madrid, where he led the team to the UEFA Champions League final in 2010.

In 2011, Martínez was appointed as the head coach of the English national team, where he led the team to the 2012 UEFA European Football Championship. He then went on to coach the Manchester United football club, where he led the team to the UEFA Champions League final in 2016 and 2017.

Throughout his coaching career, Martínez has been known for his tactical genius and his ability to get the best out of his players. He is widely regarded as one of the best football coaches in the world, and his contributions to the sport have been immense."
8,Q8067447,Zawe Ashton," Zawe Ashton is a British actress and director, known for her versatile and dynamic performances on stage and screen. Born on March 18, 1975, in London, Ashton grew up in a creative household, with her mother being a painter and her father a musician. She was drawn to the arts from a young age and began acting at the age of 13, making her professional debut in the West End production of ""The Ride Down Mount Morgan.""

Ashton's breakthrough role came in 2001 when she played the lead in the stage production of ""The Sugar Coated Bullet Candy."" Her performance was praised by critics and earned her an Olivier Award nomination for Best Actress. This success led to her being cast in the film adaptation of ""The Libertine,"" directed by Laurence Dunmore.

Ashton's film career continued to gain momentum with roles in ""Vera Drake,"" ""The Hours,"" and ""Bend It Like Beckham."" She also appeared in the television series ""MI-5"" and ""The Hour."" In 2011, she made her directorial debut with the short film ""The Experiment,"" which she also starred in.

Ashton's theater work includes her performance in the West End production of ""The Vertical Hour,"" for which she received an Olivier Award nomination for Best Actress. She has also directed several stage productions, including ""The Hour We Knew Nothing of Each Other"" and ""The Sugar Coated Bullet Candy.""

Aside from her acting and directing work, Ashton is also a writer and has penned several plays, including ""The Hour We Knew Nothing of Each Other"" and ""The Sugar Coated Bullet Candy."" She is known for her ability to bring complex and nuanced characters to life on stage and screen, and her work has been praised for its depth and emotional resonance."
9,Q517192,Radja Nainggolan," Radja Nainggolan is a Belgian professional footballer who was born on January 4, 1988, in Antwerp, Belgium. He began his football career with KV Mechelen before moving to Standard Liège in 2007, where he made his professional debut.

Nainggolan quickly established himself as a key player for Standard Liège, and in 2011, he signed for Italian giants, Roma. During his time in Italy, Nainggolan became known for his hard-working, no-nonsense style of play, and he quickly became a fan favorite at the Stadio Olimpico.

In 2013, Nainggolan moved to the English Premier League, where he signed for Liverpool FC. However, he struggled to find consistent game time at Anfield and was eventually loaned out to several clubs, including Watford and Cagliari.

In 2018, Nainggolan returned to Belgium, signing for KRC Genk. He quickly became a key player for the club, helping them to win the Belgian Pro League title in his first season back in Belgium.

Off the field, Nainggolan has been open about his struggles with anxiety and depression. He has also been involved in several charitable initiatives, including working with a Belgian children's cancer charity.

Despite a career that has been marked by injury and inconsistent form, Nainggolan remains a hugely influential player in the Belgian national team, and he has been named in the squad for several major tournaments, including the 2014 World Cup and the 2016 European Championships."
10,Q316602,Bryan Greenberg," Bryan Greenberg is an American actor, singer, and songwriter. He was born on October 21, 1978, in New York City, New York. Greenberg began his career in the entertainment industry at a young age, appearing in various television shows and films.

One of his earliest roles was as a young John Lennon in the 2000 film ""The Beatles Anthology."" He went on to appear in other films such as ""The Opposite of Sex,"" ""The Bronze,"" and ""The Perfect Man."" In addition to his film work, Greenberg has also appeared in several television shows, including ""One Tree Hill,"" ""Gossip Girl,"" and ""Law & Order: Special Victims Unit.""

In addition to his acting career, Greenberg is also a talented singer and songwriter. He has released several albums and singles, including the popular song ""Someday."" Greenberg's music often reflects his personal experiences and emotions, making it relatable and inspiring to his fans.

Despite his success in the entertainment industry, Greenberg remains humble and dedicated to his craft. He continues to work hard and push himself to be the best actor, singer, and songwriter he can be. With his talent and dedication, there is no doubt that Greenberg will continue to thrive in the entertainment industry for years to come."
11,Q45766,Mario Gómez," Mario Gómez was born on January 11, 1978 in Guadalajara, Mexico. He grew up in a family of modest means, but was always driven to succeed. From a young age, he showed a natural talent for soccer, and quickly became the star player on his local team.

As he grew older, Mario's talent caught the attention of scouts from top teams in Mexico, and he eventually signed with one of the most prestigious clubs in the country. Over the next several years, Mario proved himself to be one of the best players in Mexico, earning a reputation for his speed, agility, and incredible goal-scoring ability.

In 2001, Mario made the decision to pursue his dream of playing professionally in Europe. He signed with a team in the Netherlands, where he quickly became a fan favorite for his impressive performances on the field. Over the next several years, Mario played for several teams in Europe, including clubs in Spain, Italy, and Germany, becoming one of the most well-known and respected players in the continent.

Despite his success, Mario has always remained humble and dedicated to the sport he loves. He continues to train and compete at the highest level, and is widely regarded as one of the greatest soccer players of all time. Off the field, Mario is known for his generosity and kindness, often volunteering his time and resources to help those in need.

Today, Mario continues to be an inspiration to young players around the world, and his legacy as a soccer legend will endure for generations to come."
12,Q1133513,Aroldis Chapman," Aroldis Chapman, also known as ""The Cuban Missile,"" is a professional baseball player born on October 29, 1974, in Havana, Cuba. He rose to fame during his time with the Cuban national team, where he showcased his impressive pitching skills and earned a reputation as one of the fastest pitchers in the world.

In 2014, Chapman signed a $30 million contract with the Cincinnati Reds, making him one of the highest-paid players in Major League Baseball (MLB) at the time. During his time with the Reds, Chapman established himself as one of the most dominant closers in the league, with a fastball that consistently reached speeds of over 100 miles per hour.

In 2016, Chapman was traded to the Chicago Cubs, where he continued to dominate as a closer, helping the team win the World Series that same year. He then signed a five-year, $80 million contract with the New York Yankees in 2016, but was traded to the Kansas City Royals in 2018.

Throughout his career, Chapman has been known for his intense and aggressive playing style, as well as his controversial behavior off the field. He has been involved in several incidents, including a bar fight and a domestic violence incident, which have led to criticism and scrutiny of his personal life.

Despite these controversies, Chapman remains one of the most feared and talented pitchers in the game of baseball, and his impressive skills and achievements on the field continue to make him a dominant force in the sport."
13,Q7934,Frank Herbert," Frank Herbert was a prolific science fiction author who is best known for his novel ""Dune."" Born in 1920 in the United States, Herbert began writing at a young age and went on to publish over 30 novels and short stories throughout his career.

Herbert's work often explored complex themes such as ecology, religion, and the impact of technology on society. His writing style was characterized by its vivid imagery and detailed world-building, which earned him a reputation as one of the most talented and visionary science fiction authors of his time.

In addition to ""Dune,"" which has sold millions of copies worldwide and has been turned into a major motion picture, Herbert also wrote several other popular novels, including ""The Godfather of Dune,"" ""The Dosadi Experiment,"" and ""The Santaroga Eggs at Small World."" He was also a prolific non-fiction writer, contributing articles and essays to various magazines and publications.

Throughout his life, Herbert was a passionate advocate for environmental conservation and social justice. He was also a talented musician and painter, and he often incorporated his artistic interests into his writing.

Frank Herbert passed away in 1986, but his work continues to inspire and influence science fiction writers and fans around the world. His legacy lives on through his enduring novels and the enduring impact of his visionary ideas."
