,s_uri,subject,generation
0,Q15453111,Iliza Shlesinger," Iliza Shlesinger is an American comedian, actress, and writer. She was born on April 16, 1979, in Skokie, Illinois, a suburb of Chicago. Shlesinger grew up in a Jewish family and attended the University of Illinois at Urbana-Champaign, where she earned a degree in psychology.

After college, Shlesinger moved to Los Angeles to pursue a career in comedy. She quickly gained popularity as a stand-up comedian, performing at various comedy clubs and festivals across the country. In 2013, she won the title of ""Best Stand-Up Comedian"" at the Seattle International Comedy Competition.

Shlesinger has also appeared on various television shows, including ""Chelsea Lately,"" ""Jimmy Kimmel Live!,"" and ""The Late Late Show with Craig Ferguson."" She has also had her own show on Comedy Central called ""Iliza Shlesinger's Sketty Awards.""

In addition to her comedy career, Shlesinger has also ventured into acting. She had a recurring role on the TV show ""Glee"" and has appeared in films such as ""Trainwreck"" and ""The Shrine.""

Shlesinger is known for her sharp wit and clever humor, often making fun of her own Jewish heritage and her experiences as a single woman. She has become a popular figure in the comedy world and continues to tour and perform comedy shows."
1,Q3133593,Laurene Powell Jobs," Laurene Powell Jobs is an American businesswoman and philanthropist. She was born on November 6, 1959, in Milton, Delaware. Her father was a Baptist minister, and her mother was a homemaker. She grew up in a family that valued education and hard work.

After graduating from high school, Laurene attended Stanford University, where she earned a degree in political science. She then went on to earn a master's degree in business administration from the University of Chicago.

Laurene began her career in the technology industry, working for companies such as NeXT and Apple. In 1991, she co-founded the educational software company, Pixar, with her husband, Steve Jobs. She served as the company's president and was instrumental in its success.

After Steve Jobs' death in 2011, Laurene assumed control of the majority of his assets, including his stake in Apple and Pixar. She also became involved in philanthropy, founding the Emerson Collective, a philanthropic investment firm that focuses on social and environmental issues.

Through the Emerson Collective, Laurene has supported a variety of organizations and causes, including education reform, immigration reform, and criminal justice reform. She has also been a vocal advocate for women in technology and has worked to increase diversity and inclusion in the industry.

In addition to her work in the technology and philanthropic industries, Laurene is also a mother and a wife. She has three children with her husband, and the family resides in California."
2,Q234715,Jamie-Lynn Sigler," Jamie-Lynn Sigler was born on July 19, 1978, in Queens, New York. She began her acting career at a young age, making her film debut in the 1997 film ""Analyze That."" She then went on to star in the hit TV show ""The Sopranos"" as the character of Meadow Soprano, the daughter of the main character Tony Soprano.

Sigler's performance in ""The Sopranos"" was widely praised, and she received critical acclaim for her work on the show. She was also nominated for a Golden Globe Award for Best Actress in a Drama Series for her portrayal of Meadow.

After ""The Sopranos"" ended, Sigler appeared in a number of other TV shows and films, including ""Law & Order: Special Victims Unit,"" ""CSI: Miami,"" and ""The Love Guru."" She also had a recurring role on the TV show ""Guys with Secret Tattoos.""

In addition to her acting career, Sigler has also been open about her struggles with mental illness and has been an advocate for mental health awareness. She has spoken publicly about her own experiences with bipolar disorder and has used her platform to raise awareness about the importance of seeking help and treatment for mental health issues.

Sigler currently lives in Los Angeles, California, and continues to act and work in the entertainment industry."
3,Q236125,Linda Perry," Linda Perry is an American singer-songwriter, musician, and record producer. She was born on August 18, 1969, in San Francisco, California. Perry began playing the guitar at the age of 13 and started writing her own songs soon after.

In the early 1990s, Perry moved to Los Angeles to pursue a career in music. She quickly made a name for herself as a songwriter, penning hits for other artists such as ""What Is Love"" by Hollis and ""I Wanna Get Close to You"" by Glenn Frey.

In 1993, Perry released her debut album, ""In Flames,"" which received critical acclaim. She followed it up with ""The Ocean Part"" in 1997 and ""After Hours"" in 2001. Throughout her career, Perry has released several albums and has written songs for various artists, including Christina Aguilera and Gwen Stefani.

Perry has also been involved in various philanthropic efforts, including working with the charity organization ""Artists for Peace and Justice"" and performing at benefit concerts for causes such as Hurricane Katrina relief.

Despite facing personal challenges and setbacks, Perry has remained a prominent figure in the music industry. Her talent and dedication have earned her respect and admiration from fans and fellow musicians alike."
4,Q211415,Edward James Olmos," Edward James Olmos was born on January 20, 1947 in Los Angeles, California. He is an American actor, director, and producer, known for his roles in various television shows and films.

Olmos began his acting career in the late 1960s, appearing in small roles in TV shows such as ""I Dream of Jeannie"" and ""Batman."" He made his film debut in the 1972 film ""The Brother from Another Planet.""

In the 1980s, Olmos gained recognition for his role as Lieutenant Martin Kaffee in the television series ""A Few Good Men."" He received critical acclaim for his performance and was nominated for a Golden Globe Award for Best Supporting Actor.

Olmos has also appeared in other notable films such as ""Blade Runner,"" ""Stand and Deliver,"" and ""Selena."" He has also directed and produced several films and television shows, including the film ""Battre Sur La Plage"" and the television series ""American Family.""

In addition to his acting and directing career, Olmos is also known for his activism and advocacy work. He has been involved in various social and political causes, including the rights of Latinos and the LGBTQ+ community.

Throughout his career, Olmos has received numerous awards and honors for his work in the entertainment industry and his contributions to society. He continues to be an influential figure in Hollywood and beyond."
5,Q244214,Dita Von Teese," Dita Von Teese is an American burlesque performer, author, and model. She was born on November 5, 1968, in Detroit, Michigan, and was raised by her single mother. From a young age, Dita was fascinated by vintage fashion and classic burlesque performances. She began performing in local burlesque shows at the age of 19 and quickly gained a following for her unique and theatrical style.

In the mid-1990s, Dita relocated to Los Angeles, California, to pursue a career in the entertainment industry. She quickly became a fixture in the burlesque scene in the city and was soon performing at some of the most prestigious venues in the United States and Europe.

Dita has also been involved in the world of fashion and has worked as a model for various high-profile brands. She has been featured in numerous magazines and has even graced the cover of Playboy magazine.

In addition to her work in the entertainment and fashion industries, Dita is also an accomplished author. She has written several books, including ""Dirty Blonde"" and ""Burlesque and the American Theater."" These works explore the history and culture of burlesque and provide insight into the world of the performer.

Despite her many accomplishments, Dita remains humble and dedicated to her craft. She continues to perform and tour the world, spreading her love of burlesque and vintage fashion to audiences everywhere."
6,Q336877,Raymond Burr," Raymond Burr was a Canadian-American actor, best known for his roles in television dramas. He was born on May 14, 1917, in New Westminster, British Columbia, Canada. Burr's interest in acting began at a young age, and he pursued it throughout his life.

After completing his education, Burr began his acting career in the 1940s, appearing in various films and television shows. He gained recognition for his role as District Attorney Frank T. Adams on the television show ""Perry Mason,"" which ran from 1957 to 1966.

Burr's talent and versatility as an actor were evident in his ability to play a wide range of roles throughout his career. He appeared in over 100 films and television shows, including ""Rear Window,"" ""I Spy,"" ""Ironside,"" and ""Batman.""

In addition to his acting career, Burr was also a director and producer. He directed several episodes of ""Perry Mason"" and produced the film ""The Spiral Staircase.""

Burr passed away on May 14, 1993, on his 76th birthday. Despite his passing, his legacy as a talented actor and his contributions to the entertainment industry continue to be celebrated."
7,Q317365,Owen Hart," Owen Hart was a professional wrestler who gained fame in the 1980s and 1990s. He was born on December 5, 1950, in Calgary, Alberta, Canada. Hart began his wrestling career in the early 1970s and quickly made a name for himself as a skilled and charismatic performer. He gained a reputation for being a technically sound wrestler with a high flying style, and was known for his signature move, the ""Phoenix Splash.""

In 1984, Hart joined the World Wrestling Federation (WWF) and quickly became a fan favorite. He formed a successful tag team with his brother, Bret ""Hit Man"" Hart, and the two became one of the most popular acts in the company. Together, they won multiple championships and had many memorable matches.

Despite his success in the ring, Hart's personal life was marked by tragedy. In 1999, while performing a high-risk move at a WWF event in Kansas City, Missouri, Hart fell 75 feet to his death. The incident shocked the wrestling world and led to significant changes in the way wrestlers performed and were booked.

Despite his untimely death, Owen Hart remains a beloved figure in the world of professional wrestling. His legacy lives on through his family, who continue to be involved in the sport, and through his many fans who remember him as a talented and innovative performer."
8,Q17493,Thiago Alcântara," Thiago Alcântara, born on January 22, 1991, in Rio de Janeiro, Brazil, is a professional footballer who currently plays as a central midfielder for FC Barcelona and the Brazilian national team.

Alcântara began his football career at the age of 13, when he joined the youth academy of Flamengo. He quickly made a name for himself as a talented and hardworking player, and in 2009, he was called up to the first team. However, he struggled to make an impact due to a series of injuries and lack of opportunities.

In 2012, Alcântara moved to Portugal to join Belenenses, where he finally started to showcase his talent. He became a key player for the team, and his impressive performances caught the attention of several top European clubs. In 2013, he signed for FC Porto, where he continued to develop his skills under the guidance of coaches like Jorge Mendes and Julen Lopetegui.

In 2016, Alcântara moved to Spain to join Barcelona, where he has since established himself as one of the most important players in the team. He has won numerous titles, including four La Liga championships, two Copas del Rey, and four Supercopas. He has also helped Brazil reach the 2018 World Cup semi-finals and the 2019 Copa América final.

Off the field, Alcântara is known for his humility, hard work, and dedication to improving his skills. He is also actively involved in several charitable initiatives, including those focused on helping children and promoting education in Brazil.

Overall, Thiago Alcântara is a talented and dedicated footballer who has overcome numerous obstacles to become one of the most important players in the game today."
9,Q44414,Trey Parker," Trey Parker is a Canadian-American actor, comedian, and filmmaker. He was born on March 19, 1979, in Calgary, Alberta, Canada. Parker began his career in comedy at a young age, performing stand-up comedy at local clubs and festivals. He later moved to Los Angeles to pursue a career in film and television.

Parker is best known as one of the creators of the animated comedy series South Park, which he created with Matt Stone and Mike McGrath. The show premiered in 1997 and has been airing on Comedy Central ever since. South Park has become a pop culture phenomenon, winning multiple awards and garnering critical acclaim for its satire and humor.

In addition to his work on South Park, Parker has also appeared in numerous films and television shows. He has acted in films such as DodgeBall: A True Underdog Story, The Pink Panther, and The Stones. He has also appeared in television shows such as CSI: Miami, The Cleveland Show, and The Simpsons.

Parker has also ventured into filmmaking, directing and producing the 2011 film, The Book of Mormon, a musical comedy that he co-wrote with Matt Stone. The film was a critical and commercial success, and earned several awards and nominations.

Outside of his work in comedy and film, Parker is also known for his advocacy for animal rights and environmental issues. He has been involved with several organizations dedicated to these causes, and has used his platform to raise awareness and promote positive change.

Overall, Trey Parker is a talented and accomplished comedian, actor, and filmmaker who has made significant contributions to the worlds of comedy and entertainment. His work on South Park and his other projects have earned him critical acclaim and a dedicated fan base, and he continues to be a influential and innovative force in the industry."
