,s_uri,subject,generation
0,Q236318,Faith Evans," Faith Evans is an American singer, songwriter, and actress. She was born on June 28, 1971, in Lakeland, Florida. Evans began her career in the music industry as a member of the R&B group, Sounds of Blackness. She later embarked on a solo career, releasing her debut album, ""Faith,"" in 1995. The album was a commercial success and spawned several hit singles, including ""Soon As I Get Home,"" ""Love Like This,"" and ""I'm Real.""

Throughout her career, Evans has worked with some of the biggest names in the music industry, including Missy Elliott, Lil' Kim, and Mary J. Blige. She has also been involved in several high-profile collaborations, such as her marriage to rapper Notorious B.I.G. and her appearance in the film ""Sister Act 2.""

In addition to her work in the music industry, Evans has also been involved in several philanthropic efforts. She has worked with organizations such as the American Red Cross and the Boys & Girls Clubs of America.

Despite the challenges she has faced, including the loss of her husband and a highly publicized legal battle, Evans has remained a prominent figure in the music industry. She continues to tour and perform, and has announced plans to release a new album in the near future."
1,Q6757092,Marcia Clark," Marcia Clark is a well-known American lawyer and legal commentator. She was born on December 3, 1948, in Los Angeles, California. Clark attended the University of California, Los Angeles, where she earned her Bachelor's degree in 1970. She then went on to attend law school at the University of California, Hastings College of the Law, where she earned her Juris Doctor degree in 1973.

After passing the bar exam, Clark began her legal career as a prosecutor in the Los Angeles County District Attorney's Office. She quickly made a name for herself as a skilled and dedicated prosecutor, and was eventually appointed as the head of the Special Prosecutions Unit, where she oversaw high-profile cases such as the prosecution of the ""Hillside Strangler"" serial killer.

In 1981, Clark gained national attention when she was chosen to prosecute O.J. Simpson for the murder of his ex-wife, Nicole Brown Simpson, and her friend, Ronald Goldman. The case was highly publicized and became known as the ""Trial of the Century."" Despite a lack of concrete evidence, Clark was able to secure a conviction on charges of burglary and use of a deadly weapon. However, the jury was unable to reach a unanimous verdict on the charges of murder, and Simpson was ultimately acquitted.

After the Simpson trial, Clark went on to become a legal commentator and analyst, often appearing on television shows and providing expert analysis on high-profile legal cases. She has also written several books on the legal system and has been a frequent speaker at legal conferences and seminars.

Throughout her career, Marcia Clark has been a strong advocate for justice and fairness in the legal system. Her dedication and hard work have earned her the respect and admiration of colleagues and fans alike."
2,Q311280,Sidney Crosby," Sidney Crosby is a Canadian professional ice hockey player who was born on August 17, 1979, in Cole Harbour, Nova Scotia. He began playing hockey at a young age and quickly showed a natural talent for the sport. Crosby attended the Rimouski Émémientaux hockey school, where he honed his skills and became one of the top players in his age group.

Crosby was drafted first overall by the Pittsburgh Penguins in the 2005 NHL Entry Draft. He made his NHL debut in the 2005-2006 season and quickly established himself as one of the league's top players. Over the course of his career, Crosby has played for the Pittsburgh Penguins and the Canadian national team.

Throughout his career, Crosby has been known for his exceptional skill, speed, and scoring ability. He has won numerous awards and accolades, including the Art Ross Trophy, the Conn Smythe Trophy, and the Olympic gold medal. Crosby has also been named the NHL's first star on multiple occasions.

Off the ice, Crosby is known for his charitable work and his dedication to giving back to his community. He has established several foundations to support children and families in need, and he is widely respected for his positive impact on the sport of hockey and the community.

Overall, Sidney Crosby is widely regarded as one of the greatest hockey players of all time. He has achieved numerous accolades and milestones throughout his career, and he will be remembered as a true leader and ambassador for the sport of ice hockey."
3,Q241686,Lake Bell," Lake Bell was born on March 19, 1979 in Los Angeles, California. She is an American actress, director, and screenwriter. Bell began her career in the entertainment industry at a young age, appearing in various TV shows and films.

One of her earliest roles was as a series regular on the TV show ""The Practice,"" where she played the character of Jenny Cheung. She went on to appear in films such as ""Surfer, Dude,"" ""The Killing Room,"" and ""Black Rock."" Bell also lent her voice to the animated film ""The Secret Life of Walter Mitty"" and the video game ""Battlefield 1.""

In addition to her acting career, Bell has also shown a talent for directing and writing. She made her directorial debut with the film ""In a World..."" which she also wrote and starred in. The film received critical acclaim and was nominated for several awards.

Bell has been praised for her versatility as an actress, able to play a wide range of roles. She has been described as a rising star in the entertainment industry and is sure to continue making waves in the years to come."
4,Q621818,Rian Johnson," Rian Johnson is a filmmaker and writer known for his work in the science fiction and mystery genres. He was born on December 17, 1973, in the United States. Johnson began his career in the film industry as a writer and director of short films, before making his feature film debut with the critically acclaimed ""Brick"" in 2005.

""Brick"" was a low-budget film that told the story of a high school student investigating the death of his ex-girlfriend. The film was praised for its unique storytelling and distinctive visual style, and it caught the attention of Hollywood.

Johnson's next film, ""The Brothers Bloom,"" was a more commercial venture, starring Mark Ruffalo and Adrien Brody as two con artists. The film received positive reviews, but it did not perform well at the box office.

In 2015, Johnson directed ""Looper,"" a time-travel action film starring Bruce Willis and Joseph Gordon-Levitt. The film was a critical and commercial success, and it solidified Johnson as a talented filmmaker.

Johnson's most recent film, ""Knives Out,"" is a murder mystery that premiered at the Toronto International Film Festival in 2019. The film stars Daniel Craig as a detective investigating the death of a wealthy businessman, and it has been praised for its clever plot and witty dialogue.

In addition to his work as a filmmaker, Johnson is also known for his advocacy for diversity and inclusivity in the film industry. He has spoken out about the need for more representation in front of and behind the camera, and he has worked to ensure that his films feature diverse casts and crews.

Overall, Rian Johnson is a talented and innovative filmmaker who has made a significant impact on the science fiction and mystery genres. His films are known for their unique storytelling and distinctive visual styles, and he continues to be an influential figure in the film industry."
5,Q2783855,Kacey Musgraves," Kacey Musgraves is an American country music singer and songwriter. She was born on August 21, 1979, in Texas. Musgraves began singing at a young age and was inspired by country music artists such as Dolly Parton and Loretta Lynn. She attended college at Texas A&M University, where she majored in agriculture with a focus on animal science.

After college, Musgraves moved to Nashville to pursue a career in music. She worked odd jobs to make ends meet while writing and performing her own music. Her breakthrough came in 2013 with the release of her album ""Same Trailer Different Park,"" which featured the hit single ""Merry Go 'Round."" The album was critically acclaimed and earned Musgraves several Grammy Awards, including Best Country Album and Best Country Song.

Since then, Musgraves has released several more successful albums, including ""Pageant Material"" and ""Golden."" She has become known for her unique blend of country, pop, and rock influences, as well as her powerful vocals and thought-provoking lyrics. In addition to her music, Musgraves has also been outspoken about social and political issues, using her platform to advocate for equality and acceptance.

Overall, Kacey Musgraves is a talented and influential country music artist who has made a significant impact on the industry. Her music has resonated with fans and critics alike, and she continues to be a prominent figure in the world of country music."
6,Q180455,Aristotle Onassis," Aristotle Onassis was a Greek shipping magnate and a prominent figure in the world of business and politics. He was born in Smyrna, Ottoman Empire (present-day Izmir, Turkey) in 1906, and his real name was Aristidis Onassis. He changed his name to Aristotle after the Greek philosopher when he moved to Greece in 1922.

Onassis started his career in shipping at a young age, working for his family's business. He eventually took over the company and expanded it to become one of the largest shipping companies in the world. He was known for his business acumen and his ability to make shrewd investments.

In addition to his business pursuits, Onassis was also involved in politics. He was a close friend and supporter of Greek Prime Minister Aristotle Fleming, and he was known to have a significant influence on Greek politics. He also had close ties with other world leaders, including John F. Kennedy, whom he befriended in the 1960s.

Onassis was known for his flamboyant lifestyle and his lavish spending. He was married three times and had numerous affairs with high-profile women, including Jacqueline Kennedy, Marilyn Monroe, and Farah Diba. He was also known for his love of fast cars and yachts, and he owned several of both.

Onassis was also known for his philanthropy, particularly in the field of education. He established several foundations to support education and culture in Greece, and he was a major patron of the arts.

Onassis died in 1975 at the age of 69. He was succeeded in his business empire by his son Alexander, who continued to expand the company and maintain its position as one of the largest shipping companies in the world."
7,Q310260,Harold Shipman," Harold Shipman was a British doctor who is believed to have killed at least 150 of his patients, making him one of the most prolific serial killers in history. He was born on January 21, 1946, in Manchester, England, and studied medicine at the University of Manchester, where he graduated in 1969.

After completing his medical training, Shipman worked as a general practitioner in the town of Hyde, near Manchester. He gained a reputation as a caring and dedicated doctor, but behind his respectable facade, he was engaging in a series of brutal murders.

Shipman's victims were mostly elderly patients whom he would administer lethal doses of drugs, such as morphine or diamorphine, while pretending to provide medical treatment. He would then bill their families for his services, profiting from his crimes.

In 1998, Shipman was arrested and charged with the murder of one of his patients. As police investigated further, they discovered that many of his patients had died under suspicious circumstances. Shipman was eventually convicted of 156 counts of murder and was sentenced to life in prison. He died in prison in 2004, never revealing the full extent of his crimes.

Shipman's crimes had a profound impact on the medical community and the public. His actions led to a review of medical practices and a greater emphasis on patient safety. His case also highlighted the importance of thorough background checks and regulation of medical professionals."
8,Q170846,Elizabeth Báthory," Elizabeth Báthory, also known as the ""Blood Countess,"" was a Hungarian noblewoman who lived in the 16th century. She was born into a wealthy and powerful family and was married off at a young age to a much older man. After her husband's death, she inherited his wealth and titles, and she began to use her wealth and influence to indulge in a life of luxury and excess.

One of the things that Elizabeth Báthory was most famous for was her alleged involvement in the murder of young women, whom she would reportedly bathe in her own blood for her own personal use. It is said that she bathed in the blood of at least 65 young women, and that she would use the blood as part of a special cream or lotion that she believed gave her eternal youth and beauty.

Despite the rumors and speculation surrounding her, Elizabeth Báthory was never convicted of any crimes and was able to continue living a relatively normal life until her death in 1614. However, her reputation has endured, and she is still considered one of the most notorious serial killers in history."
9,Q311232,Tyrese Gibson," Tyrese Gibson, born on December 30, 1978, in Watts, Los Angeles, California, is an American singer, songwriter, actor, and model. He rose to fame in the late 1990s as a member of the R&B group, ""Mystery."" After leaving the group, Tyrese pursued a successful solo career, releasing his debut album, ""Tyrese,"" in 2001, which spawned the hit single ""Sex Room.""

Tyrese has since released several successful albums, including ""2004,"" ""Already,"" and ""Open Invitation,"" selling over 5 million records worldwide. He has also acted in several movies and TV shows, including ""Baby Boy,"" ""Four Brothers,"" and ""CSI: Miami.""

Aside from his music and acting career, Tyrese is also a model and has appeared in several high-profile campaigns, including those for Nike, Pepsi, and Versace. He is also known for his philanthropic efforts, particularly his work with children and families in need.

Tyrese has been married twice and has one child, a daughter, from his first marriage. He is currently working on new music and acting projects."
