,s_uri,subject,generation
0,Q435306,Lindsey Buckingham," Lindsey Buckingham is an American musician, singer-songwriter, and record producer. He was born on October 14, 1949, in Palo Alto, California. Buckingham grew up in a musical family and began playing guitar at the age of 14. He attended college but dropped out to pursue a career in music.

In 1975, Buckingham co-founded the band Fleetwood Mac with Stevie Nicks, Mick Fleetwood, and John McVie. He played guitar, keyboard, and sang lead vocals on many of the band's biggest hits, including ""Go Your Own Way,"" ""Second Hand News,"" and ""The Chain."" Buckingham's guitar work and songwriting were instrumental in defining the band's sound during the 1970s and 1980s.

Buckingham left Fleetwood Mac in 1987 and released his first solo album, ""Law and Order,"" the following year. He has since released several more albums, including ""Tusk"" and ""Gift of Screws."" Buckingham has also released several albums with his band, The Fleetwood Mac.

Throughout his career, Buckingham has been praised for his guitar work and songwriting. He has been inducted into the Rock and Roll Hall of Fame as a member of Fleetwood Mac. Despite his success, Buckingham has remained humble and dedicated to his craft. He continues to tour and record, and is widely regarded as one of the greatest guitarists and songwriters in rock music."
1,Q314954,Matthew Macfadyen," Matthew Macfadyen is a British actor known for his versatile and dynamic performances on the screen and stage. Born on October 29, 1963, in London, England, Macfadyen began his acting career in the late 1980s and early 1990s, appearing in various television shows and films.

One of his earliest roles was as the young Prince Regent in the television series ""Prince Regent"" (1991). He then went on to play a variety of characters, including a Scottish rebel in ""Rob Roy"" (1995), a Nazi officer in ""Inglourious Basterds"" (2009), and a lawyer in ""The Deep Blue Sea"" (2011).

Macfadyen's breakout role came in 2001 when he played the character of Tom Ripley in the film adaptation of ""Ripley's Game."" His performance was praised by critics, and he was soon cast as the lead in the television series ""Middlemarch"" (2000-2005), where he played the role of Dr. John Middleton.

Throughout his career, Macfadyen has worked with some of the most renowned directors and actors in the industry, including Steven Spielberg, Martin Scorsese, and Daniel Day-Lewis. He has received critical acclaim for his performances in films such as ""Warrior"" (2011), ""The Inheritance"" (2020), and ""The Dig"" (2021).

In addition to his work in film and television, Macfadyen has also appeared in various stage productions, including ""Hamlet"" at the Royal Shakespeare Company and ""The Deep Blue Sea"" at the West End.

Despite his success, Macfadyen remains humble and dedicated to his craft. He continues to challenge himself and push the boundaries of his acting abilities, making him a highly respected and sought-after actor in the industry."
2,Q231815,Pauley Perrette," Pauley Perrette is an American actress, singer, and songwriter. She was born on March 27, 1967, in New Orleans, Louisiana. Perrette began her career in the entertainment industry as a singer, and she released her debut album, ""Raw,"" in 1990. She gained recognition for her role as Teri Schuster on the television show ""Buy & Sell,"" which aired from 1990 to 1991.

Perrette's breakthrough role came in 1996 when she was cast as the character of Abbie on the television show ""Civil Wars."" The show ran for two seasons, and Perrette received critical acclaim for her performance. She then went on to star in the television show ""24,"" playing the character of Shannon Wilde from 1998 to 2000.

In addition to her work on television, Perrette has also appeared in several films, including ""The Ring"" and ""The Ring 2."" She has also lent her voice to several animated films and television shows, including ""The Simpsons"" and ""Family Guy.""

In recent years, Perrette has become known for her role as Forensic Scientist, Abbie, on the television show ""Bones,"" which she has played since 2005. The show has been highly successful, and Perrette has received numerous awards and nominations for her work on the show.

Outside of her work in the entertainment industry, Perrette is also known for her advocacy work. She has been involved with several charitable organizations, including the National Children's Leukemia Foundation and the American Civil Liberties Union.

Overall, Pauley Perrette is a talented actress and singer who has made a significant impact on the entertainment industry. Her work on ""Bones"" has earned her widespread recognition, and she continues to be a beloved figure in the world of television."
3,Q356487,Tim McGraw," Tim McGraw is an American country singer and actor, born on May 19, 1967, in Covington, Louisiana. He grew up in a musical family, with his father being a professional musician and his mother a gospel singer. McGraw began his career in the mid-1990s, with his breakthrough hit ""Indian Outlaw"" in 1994.

Throughout his career, McGraw has had numerous hits, including ""I Like It, I Love It"", ""Just to See You"", ""For a Little While"", ""Grown Men Don't Cry"", ""One of Those Nights"", ""Real Good Man"", ""Tell Me Who You Are"", ""Raising McEntire"", ""Back in the Saddle"", ""The Cowboy in Me"", ""I Needed Me"", ""May I Have This Dance"", ""Drugs, Drugs, Drugs"", ""Black Jacket"", ""She Never Loved Me at All"", ""The Love Song"", ""I'm a Believer"", ""Mexican Home"", ""It's Only Love"", ""Unbroken"", ""I'm Not Gonna Miss You"", ""Look at You Now"", ""Shotgun Rider"", ""Top of the World"", ""Humble and Kind"", ""Here's to the Nights"", ""Neon"", ""Last Turn Home"", ""Grown Woman"", ""Thought About You"", ""I Called Mom"", ""Midnight Town"", ""Better Than I Used to Be"", ""Hey, Look Ma, I Made It"", ""God's Work"", ""Things Change"", ""Meanwhile Back at Mama's"", ""The Life You Deserve"", ""I'm Not Ready to Make Nice"", ""I'll Never Let You Go"", ""I'm a Simple Man"", ""Back in the Saddle"", ""The Cowboy in Me"", ""I'm a Believer"", ""Real Good Man"", ""May I Have This Dance"", ""Drugs, Drugs, Drugs"", ""Black Jacket"", ""She Never Loved Me at All"", ""The Love Song"", ""I'm Not Gonna Miss You"", ""Look at You Now"", ""Shotgun Rider"", ""Top of the World"", ""Humble"
4,Q128245,Mohammad Reza Pahlavi," Mohammad Reza Pahlavi, also known as the Shah, was the last monarch of Iran, ruling from 1941 until his overthrow in 1979. He was born on October 6, 1918 in Tehran, Iran, to Reza Shah and his wife, Queen Consort Tadj ol-Molook. The Shah was educated in Switzerland and later in the United States, where he gained a degree in law.

In 1941, Mohammad Reza Pahlavi ascended to the throne following the death of his father. He quickly implemented a series of modernizing reforms, including the creation of a new constitution and the establishment of a parliament. The Shah also focused on improving the country's infrastructure, including the construction of roads, bridges, and other public works projects.

However, the Shah's rule was not without controversy. He faced opposition from various political factions, including communists and nationalists, who criticized his modernizing efforts and his close ties with Western powers. In response to this opposition, the Shah implemented a number of authoritarian policies, including the suppression of political dissent and the establishment of a secret police force.

In 1953, the Shah faced a coup attempt led by General Zahedi and was forced to flee to Italy. He returned to Iran in 1954 and continued to rule until his overthrow in 1979. The Shah's rule was marked by a series of political and social upheavals, including the Iranian Revolution and the rise of the Islamic Republic.

The Shah was known for his lavish lifestyle and his close ties with Western powers. He was also a patron of the arts and supported a number of cultural and educational initiatives. Despite his controversial rule, the Shah is remembered as a modernizer who sought to improve the lives of the Iranian people. However, his legacy is also tainted by the human rights abuses committed during his reign, including the suppression of political dissent and the use of torture by his security forces."
5,Q189240,Kevin Garnett," Kevin Garnett was born on May 25, 1976, in Mauldin, South Carolina. He grew up playing basketball and was a standout player in high school, earning a scholarship to play at the University of Minnesota.

Garnett was drafted by the Minnesota Timberwolves with the fifth overall pick in the 1995 NBA Draft. He quickly established himself as one of the best young players in the league, earning All-Star nods in his first three seasons in the league.

In 2007, Garnett was traded to the Boston Celtics, where he teamed up with fellow All-Star Paul Pierce to form one of the most formidable frontcourts in NBA history. Garnett played for the Celtics for seven seasons, winning a championship in 2008 and earning All-Star nods in each of his final three seasons in Boston.

After leaving the Celtics, Garnett played for the Brooklyn Nets and the Timberwolves before retiring in 2016. Over the course of his career, Garnett was a 15-time All-Star, a five-time All-NBA selection, and a nine-time All-Defensive team member. He was also named the NBA's Defensive Player of the Year in 2008.

Off the court, Garnett is known for his philanthropic efforts, particularly in his hometown of Mauldin, South Carolina. He has established several youth basketball programs and has been involved in numerous charitable initiatives.

Garnett was inducted into the Basketball Hall of Fame in 2020, cementing his legacy as one of the greatest power forwards in NBA history."
6,Q206364,David Boreanaz," David Boreanaz was born on January 28, 1969, in Buffalo, New York. He grew up in a family of artists and began acting at a young age. After graduating from high school, he moved to Los Angeles to pursue a career in acting.

Boreanaz's breakout role was as the vampire Angel on the television show ""Buffy the Vampire Slayer."" He played the character for several seasons before the show was canceled. However, the character was so popular that he was brought back for a spin-off series, ""Angel,"" which ran for several more seasons.

In addition to his work on ""Buffy"" and ""Angel,"" Boreanaz has also appeared in a number of other television shows and movies, including ""Valentine's Day,"" ""The Mentalist,"" and ""Spartacus: Blood and Sand."" He has also directed several episodes of ""Buffy"" and ""Angel.""

Outside of his acting career, Boreanaz is also a photographer and director. He has directed several episodes of ""Bones,"" which he also stars in as the character Seeley Booth.

Boreanaz has been married twice and has two children. He is known for being a private person and avoids much public attention. Despite this, he remains a beloved actor and an influential figure in the world of television and film."
7,Q231233,Miranda Lambert," Miranda Lambert is an American country music singer and songwriter. She was born on November 19, 1979, in Longview, Texas. Lambert began singing at a young age and was inspired by her parents' love of country music. She started playing guitar at 13 and began writing her own songs shortly after.

Lambert moved to Nashville, Tennessee in her early 20s to pursue a career in music. She quickly made a name for herself as a songwriter, penning hits for other artists such as Carrie Underwood and Blake Shelton. In 2001, she signed a record deal with Sony Music and released her debut album, ""Kerosene,"" in 2002.

Throughout her career, Lambert has released several successful albums, including ""Crazy Ex-Girlfriend,"" ""Reckless,"" and ""Platinum."" She has won multiple awards, including seven Grammy Awards, two Academy of Country Music Awards, and three Country Music Association Awards.

Lambert is known for her powerful vocals and honest, relatable songwriting. Her music often deals with themes of heartbreak, independence, and self-empowerment. She has been called one of the most talented and influential country music artists of her generation.

Outside of her music, Lambert is an advocate for animal welfare and has started her own charity, the Mutt Nation Foundation, to support animal rescue organizations. She is also known for her support of the LGBTQ+ community and has been recognized for her contributions to LGBTQ+ rights.

Overall, Miranda Lambert is a talented singer and songwriter who has made a significant impact on the country music industry. Her music resonates with fans and has inspired many others to pursue their dreams."
8,Q43729,Andrés Iniesta," Andrés Iniesta is a Spanish professional footballer who was born on May 22, 1984, in Fuentealquemil, Spain. He began his football career at a young age, playing for local teams before joining the youth academy of FC Barcelona in 1998.

Iniesta made his professional debut for Barcelona in 2002 and quickly established himself as a key player for the team. He played a crucial role in Barcelona's treble-winning campaign in 2009, scoring the winning goal in the UEFA Champions League final.

Iniesta is known for his exceptional passing ability, vision, and creativity on the field. He has been described as one of the greatest midfielders of all time by many experts and fans. He has won numerous awards and accolades throughout his career, including the Ballon d'Or and the FIFA World Cup Golden Boot.

Iniesta has also played for the Spanish national team, where he has earned the nickname ""La Pulga"" due to his small stature and agility on the field. He has played in three World Cup finals, helping Spain win the tournament in 2010.

Iniesta announced his retirement from professional football in 2021, bringing an end to a storied career that saw him win numerous titles and accolades. He will be remembered as one of the greatest players of all time and a true ambassador for the beautiful game."
9,Q188482,Robin Gibb," Robin Gibb was born on April 22, 1949 in Douglas, Isle of Man. He was the youngest of the three Gibb brothers, who would go on to become one of the most successful pop groups in history, known as the Bee Gees.

Growing up, Robin was fascinated by music and began singing and playing the guitar at a young age. He formed his first band, the Rattlesnakes, with his older brother Maurice. The two brothers later formed the Bee Gees with their older brother Barry, and the group quickly gained popularity in the 1960s with hits like ""Massachusetts"" and ""I've Gotta Get Away.""

Throughout the years, Robin wrote and sang lead vocals on many of the Bee Gees' biggest hits, including ""How Deep I Am,"" ""Lonely Days,"" and ""Words."" He was known for his powerful falsetto voice and his ability to write catchy, memorable melodies.

In addition to his work with the Bee Gees, Robin also pursued a successful solo career in the 1980s with hits like ""Saved By The Bell"" and ""Boys Do Fall In Love."" He also wrote and produced songs for other artists, including Diana Ross and Kenny Rogers.

Despite his success, Robin struggled with drug and alcohol addiction for many years. He eventually overcame these struggles and became a prominent advocate for addiction recovery. He also became an avid environmentalist and worked to protect the natural beauty of the Isle of Man.

Robin Gibb passed away on May 12, 2012, but his music and legacy continue to inspire fans around the world."
