,s_uri,subject,generation
0,Q70172,Sabine Schmitz," Sabine Schmitz was born on January 14, 1969 in Eschede, Germany. She grew up with a passion for cars and racing, which led her to pursue a career in motorsports.

Schmitz began her racing career in the late 1980s, competing in various German racing series. In 1994, she became the first female driver to compete in the 24 Hours of Le Mans, a prestigious endurance race held annually in France. Despite facing skepticism and sexism from some in the racing industry, Schmitz persevered and went on to compete in the race multiple times.

In 2001, Schmitz made history by becoming the first female driver to win a race in the DTM (German Touring Car Championship), driving for the Opel team. She went on to win multiple races and the championship title in 2006.

Schmitz retired from professional racing in 2010, but she remains an influential figure in the motorsports industry. She has been recognized for her achievements and contributions to the sport, including being inducted into the German Motorsports Hall of Fame in 2013.

Outside of racing, Schmitz is also an advocate for gender equality in motorsports and works to promote the sport to young people, particularly women. She continues to be an inspiration to aspiring racers and motorsports fans around the world."
1,Q317272,Alan Menken," Alan Menken is a renowned American composer, pianist, and conductor. He was born on July 18, 1949, in New York City, and began playing the piano at the age of five. Menken studied music at the Juilliard School, where he earned a scholarship and graduated with honors.

After graduating, Menken began his career as a composer, writing music for various stage productions, including the musical ""Little Shop of Horrors,"" which earned him his first Tony Award nomination. He went on to write the music for many other successful musicals, such as ""The Little Mermaid,"" ""Aladdin,"" ""Beauty and the Beast,"" ""Newsies,"" and ""Aida,"" among others.

In addition to his work in theater, Menken has also composed music for films, including ""The Hunchback of Notre Dame"" and ""Hercules."" He has won numerous awards for his work, including two Academy Awards, two Golden Globes, and eight Grammy Awards.

Menken is also a skilled pianist and conductor, and has performed and conducted for many of his own productions. He is known for his versatility as a composer, able to write in a wide range of styles and genres.

Throughout his career, Menken has had a significant impact on the world of music and theater. He continues to be a highly respected and successful composer, and his work has inspired generations of musicians and theater artists."
2,Q315039,Tom Hulce," Tom Hulce is an American actor, director, and producer. He was born on December 26, 1951, in Detroit, Michigan. Hulce began his acting career in the late 1970s, making his film debut in 1978's ""The Boys from Brazil."" He gained widespread recognition for his portrayal of David Mamet's ""Saturday Night"" in the 1980s.

Hulce's breakout role came in 1981 when he starred as Mozart in the Academy Award-winning film ""Amadeus."" His performance earned him a Golden Globe nomination for Best Actor. He followed this success with roles in films such as ""The Money Train"" (1991) and ""Dracula"" (1992).

In addition to his film career, Hulce has also had a successful stage career. He has appeared in numerous Broadway productions, including ""Sweeney Todd,"" ""The Normal Heart,"" and ""The Glass Menagerie."" He has also directed several plays and musicals, including the Broadway production of ""Spring Awakening.""

Hulce has been married to actress and director Pamela Sheldon since 1984. Together, they have two children. Despite stepping away from the spotlight in recent years, Hulce remains an influential figure in the world of theater and film."
3,Q371860,Gabriella Wilde," Gabriella Wilde is an English actress and model. She was born on 8 October 1989 in Oxford, England. Wilde began her career in the entertainment industry at a young age, making her acting debut in the film ""The Three Musketeers"" in 2011. She went on to star in the television series ""Reign"" as Mary, Queen of Scots, and in the film ""Pride and Prejudice and Zombies"" as Elizabeth Bennet.

In addition to her acting work, Wilde has also modeled for various magazines and fashion brands. She has been featured in campaigns for brands such as H&M and Topshop, and has graced the covers of magazines like Teen Vogue and Elle.

Wilde is known for her striking features and captivating stage presence. She has been praised for her performances in both film and television, and has been recognized for her talent and potential in the entertainment industry. Despite her young age, Wilde has already made a significant impact in the world of acting and modeling, and is sure to continue to impress audiences with her work."
4,Q182063,Nicolás Otamendi," Nicolás Otamendi was a prominent figure in the history of Argentina and Uruguay. He was born on October 1, 1889 in Montevideo, Uruguay, to a family of Spanish descent. From a young age, Otamendi showed a keen interest in politics and social issues.

In 1910, at the age of 21, Otamendi moved to Argentina to study law at the University of Buenos Aires. He quickly became involved in political activities, joining the Radical Civic Union (UCR) party. The UCR was a center-left political party that advocated for democratic reforms and social justice.

Otamendi's political career began to take off in the 1920s when he was elected to the Argentine Senate. He was known for his strong stance against the conservative governments of the time and for his advocacy for workers' rights and social welfare programs.

In 1930, Otamendi was elected as the President of the UCR. He played a key role in the 1930 Revolution, which overthrew the conservative government of José Félix Uriburu and paved the way for the election of a democratic government.

As President of the UCR, Otamendi worked to improve the lives of working-class people in Argentina. He introduced labor laws that protected workers' rights and implemented social welfare programs to help those in need.

In 1936, Otamendi was elected as the President of Uruguay. During his time in office, he focused on improving the country's infrastructure and promoting economic development. He also worked to strengthen relations between Uruguay and other Latin American countries.

After leaving office, Otamendi continued to be involved in politics and social activism. He passed away on January 20, 1961, but his legacy as a champion of social justice and democratic reform lives on in Argentina and Uruguay."
5,Q447881,Maurício Rua," Maurício Rua, also known as ""Shogun,"" is a retired Brazilian mixed martial artist. He was born on September 10, 1978, in Rio de Janeiro, Brazil. Rua began training in martial arts at a young age and quickly found a passion for MMA. He made his professional debut in 2005 and quickly established himself as one of the top fighters in the sport.

Throughout his career, Rua competed in several weight classes, including light heavyweight and heavyweight. He was known for his exceptional striking skills and powerful ground game. Rua's most notable accomplishment came in 2010 when he defeated Jon Jones to become the UFC Light Heavyweight Champion. He successfully defended the title on several occasions before being forced to vacate it due to injury.

Despite retiring from MMA in 2014, Rua remains one of the most popular and respected fighters in the sport. He is widely regarded as one of the greatest light heavyweights of all time and continues to be an inspiration to aspiring mixed martial artists around the world."
6,Q233140,Nikki Benz," Nikki Benz is a former adult film actress and webcam model. She was born on May 11, 1978, in Canada and began her career in the adult entertainment industry in 2003. During her time in the industry, she acted in numerous films and produced her own line of adult films.

In addition to her work in the adult film industry, Nikki has also been involved in webcam modeling and has her own line of adult toys. She has been recognized for her work in the industry and has won several awards, including the XBIZ Award for Webcam Model of the Year.

Nikki has also been involved in charity work and has used her platform to raise awareness for various causes. She has been an advocate for women in the adult film industry and has spoken out about the importance of body positivity and self-love.

Outside of her work in the adult entertainment industry, Nikki has also been involved in other ventures, including hosting her own podcast and launching her own clothing line. She continues to be an influential figure in the adult entertainment industry and beyond."
7,Q1333547,Franco Harris," Franco Harris was born on January 7, 1939 in Liberia, West Africa. He was the son of a Liberian father and an American mother, which gave him a unique cultural background. Franco grew up in Liberia and attended school there, eventually going on to study at the University of Liberia.

After completing his studies, Franco moved to the United States to pursue a career in business. He started out working in the hospitality industry, but eventually made his way into the world of finance. Franco worked for several financial institutions, including the World Bank and the International Monetary Fund, where he gained a wealth of knowledge and experience in the financial sector.

Despite his success in the financial world, Franco never forgot his roots. He remained active in the Liberian community and was a strong advocate for the country's development. Franco was also a dedicated family man and father, and he took great pride in his family and the time he spent with them.

Franco Harris passed away on March 26, 2021, but his legacy lives on. He was a trailblazer in the financial world and a dedicated advocate for his home country of Liberia. Franco will be remembered for his hard work, dedication, and commitment to making a difference in the world."
8,Q217238,Jimmie Johnson," Jimmie Johnson was born on April 17, 1975, in El Cajon, California. He began his racing career at a young age, starting with go-karts and eventually moving on to racing cars. Johnson attended the University of California, Los Angeles, where he studied sociology and graduated in 1997.

After college, Johnson began racing in the NASCAR Busch Series, where he quickly made a name for himself as a talented driver. In 2001, he made his debut in the NASCAR Nextel Cup Series, and in 2002, he won his first race at the Dover International Speedway.

Over the next several years, Johnson became one of the most dominant drivers in the NASCAR Cup Series. He won a record-tying seven consecutive races in 2007, and in 2013, he became the first driver to win five consecutive races at the Brickyard 400 at Indianapolis Motor Speedway.

Johnson retired from full-time racing in 2016, but he continues to compete in select races each year. He has been named the NASCAR Cup Series champion three times, and he was inducted into the NASCAR Hall of Fame in 2018.

Outside of racing, Johnson is an active philanthropist and has established several foundations to support children and families in need. He is also a vocal advocate for mental health awareness and has shared his own struggles with anxiety and depression to help others who may be facing similar challenges."
9,Q5372988,Emma Watkins," Emma Watkins was born on January 28, 1988, in the small town of Wagga Wagga, New South Wales, Australia. She grew up in a loving family with her parents and older brother. From a young age, Emma was drawn to the arts and was particularly interested in music and dance. She began taking piano lessons at the age of five and soon started taking dance lessons as well.

Emma's talent and passion for the arts were evident from a young age, and she continued to pursue them throughout her childhood and teenage years. She was a member of her high school's concert band and orchestra, and she also participated in several dance performances and competitions.

After completing high school, Emma attended the University of Sydney, where she studied music and graduated with a Bachelor of Music degree. During her time at university, she continued to hone her musical skills and also became involved in the university's music society.

After graduating from university, Emma moved to the city of Sydney to pursue a career in music. She began playing in local bars and clubs, and soon caught the attention of a talent scout for a popular Australian music label. In 2010, Emma signed a record deal and released her debut album, which received critical acclaim and launched her career as a professional musician.

Over the next several years, Emma released several more albums and gained a large following in Australia. She was known for her soulful and powerful voice, as well as her talented songwriting and musicianship. In addition to her work as a musician, Emma was also active in the Australian music scene, often collaborating with other artists and participating in music festivals and events.

Despite her success, Emma remained humble and dedicated to her craft. She continued to write and record new music, and remained an active performer and collaborator in the Australian music scene. Emma's music was a reflection of her own life and experiences, and she was able to connect with her audience on a deep and personal level. She will always be remembered as a talented and influential musician, and her legacy continues to inspire and entertain new generations of music lovers."
